setoran_id,santri_id,tanggal,jenis,surah,juz,jumlah_ayat,kualitas,musyrif
ST02494,S022,2025-09-09,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Fauzan
ST02495,S022,2025-09-10,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Fauzan
ST02496,S022,2025-09-11,Murajaah,Al-Fatihah,1,20,Lancar,Ust. Fauzan
ST02497,S022,2025-09-13,Ziyadah,Al-Baqarah,1,4,Perlu Diulang,Ust. Fauzan
ST02498,S022,2025-09-17,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Fauzan
ST02499,S022,2025-09-18,Murajaah,Al-Baqarah,1,10,Lancar,Ust. Fauzan
ST02500,S022,2025-09-20,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Fauzan
ST02501,S022,2025-09-21,Murajaah,Al-Baqarah,1,18,Lancar,Ust. Fauzan
ST02502,S022,2025-09-22,Ziyadah,Al-Baqarah,1,1,Perlu Diulang,Ust. Fauzan
ST02503,S022,2025-09-23,Murajaah,Al-Baqarah,1,12,Lancar,Ust. Fauzan
ST02504,S022,2025-09-25,Murajaah,Al-Fatihah,1,5,Perlu Diulang,Ust. Fauzan
ST02505,S022,2025-09-27,Murajaah,Al-Fatihah,1,14,Perlu Diulang,Ust. Fauzan
ST02506,S022,2025-09-30,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Fauzan
ST02507,S022,2025-10-01,Murajaah,Al-Baqarah,1,6,Lancar,Ust. Fauzan
ST02508,S022,2025-10-02,Murajaah,Al-Baqarah,1,18,Lancar,Ust. Fauzan
ST02509,S022,2025-10-06,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Fauzan
ST02510,S022,2025-10-07,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Fauzan
ST02511,S022,2025-10-08,Murajaah,Al-Fatihah,1,17,Kurang Lancar,Ust. Fauzan
ST02512,S022,2025-10-09,Murajaah,Al-Fatihah,1,12,Lancar,Ust. Fauzan
ST02513,S022,2025-10-11,Murajaah,Al-Fatihah,1,20,Lancar,Ust. Fauzan
ST02514,S022,2025-10-12,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Fauzan
ST02515,S022,2025-10-14,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Fauzan
ST02516,S022,2025-10-16,Murajaah,Al-Fatihah,1,11,Lancar,Ust. Fauzan
ST02517,S022,2025-10-18,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Fauzan
ST02518,S022,2025-10-19,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Fauzan
ST02519,S022,2025-10-22,Murajaah,Al-Baqarah,1,19,Lancar,Ust. Fauzan
ST02520,S022,2025-10-23,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ust. Fauzan
ST02521,S022,2025-10-25,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Fauzan
ST02522,S022,2025-10-26,Ziyadah,Al-Baqarah,1,3,Perlu Diulang,Ust. Fauzan
ST02523,S022,2025-10-27,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Fauzan
ST02524,S022,2025-10-28,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Fauzan
ST02525,S022,2025-10-30,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Fauzan
ST02526,S022,2025-11-01,Murajaah,Al-Baqarah,1,10,Lancar,Ust. Fauzan
ST02527,S022,2025-11-02,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Fauzan
ST02528,S022,2025-11-03,Murajaah,Al-Baqarah,1,10,Lancar,Ust. Fauzan
ST02529,S022,2025-11-04,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Fauzan
ST02530,S022,2025-11-05,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Fauzan
ST02531,S022,2025-11-06,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Fauzan
ST02532,S022,2025-11-08,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Fauzan
ST02533,S022,2025-11-09,Murajaah,Al-Baqarah,1,19,Kurang Lancar,Ust. Fauzan
ST02534,S022,2025-11-10,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Fauzan
ST02535,S022,2025-11-12,Murajaah,Al-Baqarah,1,12,Lancar,Ust. Fauzan
ST02536,S022,2025-11-16,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Fauzan
ST02537,S022,2025-11-17,Murajaah,Al-Fatihah,1,9,Lancar,Ust. Fauzan
ST02538,S022,2025-11-19,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Fauzan
ST02539,S022,2025-11-22,Murajaah,Al-Baqarah,1,18,Kurang Lancar,Ust. Fauzan
ST02540,S022,2025-11-23,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Fauzan
ST02541,S022,2025-11-25,Murajaah,Al-Baqarah,1,12,Kurang Lancar,Ust. Fauzan
ST02542,S022,2025-11-26,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Fauzan
ST02543,S022,2025-11-29,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Fauzan
ST02544,S022,2025-11-30,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Fauzan
ST02545,S022,2025-12-01,Ziyadah,Al-Baqarah,1,2,Kurang Lancar,Ust. Fauzan
ST02546,S022,2025-12-03,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Fauzan
ST02547,S022,2025-12-04,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ust. Fauzan
ST02548,S022,2025-12-07,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Fauzan
ST02549,S022,2025-12-08,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Fauzan
ST02550,S022,2025-12-10,Murajaah,Al-Baqarah,1,6,Lancar,Ust. Fauzan
ST02551,S022,2025-12-11,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Fauzan
ST02552,S022,2025-12-13,Murajaah,Al-Baqarah,1,16,Kurang Lancar,Ust. Fauzan
ST02553,S022,2025-12-15,Ziyadah,Al-Baqarah,1,5,Perlu Diulang,Ust. Fauzan
ST02554,S022,2025-12-16,Murajaah,Al-Baqarah,1,20,Kurang Lancar,Ust. Fauzan
ST02555,S022,2025-12-17,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Fauzan
ST02556,S022,2025-12-20,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Fauzan
ST02557,S022,2025-12-21,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Fauzan
ST02558,S022,2025-12-22,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Fauzan
ST02559,S022,2025-12-23,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Fauzan
ST02560,S022,2025-12-24,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Fauzan
ST02561,S022,2025-12-25,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Fauzan
ST02562,S023,2025-04-06,Ziyadah,Al-Fatihah,1,3,Lancar,Ust. Ridwan
ST02563,S023,2025-04-07,Ziyadah,Al-Fatihah,1,4,Perlu Diulang,Ust. Ridwan
ST02564,S023,2025-04-08,Murajaah,Al-Fatihah,1,11,Lancar,Ust. Ridwan
ST02565,S023,2025-04-12,Murajaah,Al-Fatihah,1,20,Lancar,Ust. Ridwan
ST02566,S023,2025-04-15,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02567,S023,2025-04-16,Murajaah,Al-Fatihah,1,20,Perlu Diulang,Ust. Ridwan
ST02568,S023,2025-04-17,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02569,S023,2025-04-20,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST02570,S023,2025-04-21,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02571,S023,2025-04-22,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Ridwan
ST02572,S023,2025-04-23,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST02573,S023,2025-04-24,Murajaah,Al-Baqarah,1,18,Kurang Lancar,Ust. Ridwan
ST02574,S023,2025-04-26,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02575,S023,2025-04-27,Ziyadah,Al-Baqarah,1,4,Perlu Diulang,Ust. Ridwan
ST02576,S023,2025-04-28,Murajaah,Al-Baqarah,1,15,Kurang Lancar,Ust. Ridwan
ST02577,S023,2025-04-29,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02578,S023,2025-04-30,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ust. Ridwan
ST02579,S023,2025-05-04,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST02580,S023,2025-05-06,Murajaah,Al-Baqarah,1,19,Kurang Lancar,Ust. Ridwan
ST02581,S023,2025-05-08,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST02582,S023,2025-05-11,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02583,S023,2025-05-13,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02584,S023,2025-05-15,Murajaah,Al-Baqarah,1,20,Kurang Lancar,Ust. Ridwan
ST02585,S023,2025-05-17,Murajaah,Al-Baqarah,1,6,Lancar,Ust. Ridwan
ST02586,S023,2025-05-18,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST02587,S023,2025-05-20,Ziyadah,Al-Baqarah,1,1,Kurang Lancar,Ust. Ridwan
ST02588,S023,2025-05-21,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST02589,S023,2025-05-22,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02590,S023,2025-05-24,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Ridwan
ST02591,S023,2025-05-25,Ziyadah,Al-Baqarah,1,1,Kurang Lancar,Ust. Ridwan
ST02592,S023,2025-05-27,Murajaah,Al-Fatihah,1,7,Lancar,Ust. Ridwan
ST02593,S023,2025-05-28,Murajaah,Al-Fatihah,1,18,Kurang Lancar,Ust. Ridwan
ST02594,S023,2025-05-31,Murajaah,Al-Baqarah,1,7,Lancar,Ust. Ridwan
ST02595,S023,2025-06-02,Murajaah,Al-Baqarah,1,7,Lancar,Ust. Ridwan
ST02596,S023,2025-06-04,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST02597,S023,2025-06-07,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Ridwan
ST02598,S023,2025-06-08,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST02599,S023,2025-06-09,Murajaah,Al-Baqarah,1,17,Kurang Lancar,Ust. Ridwan
ST02600,S023,2025-06-10,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST02601,S023,2025-06-11,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02602,S023,2025-06-14,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST02603,S023,2025-06-16,Murajaah,Al-Baqarah,1,10,Lancar,Ust. Ridwan
ST02604,S023,2025-06-17,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02605,S023,2025-06-18,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02606,S023,2025-06-19,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST02607,S023,2025-06-22,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST02608,S023,2025-06-23,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Ridwan
ST02609,S023,2025-06-26,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02610,S023,2025-06-28,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02611,S023,2025-06-29,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02612,S023,2025-06-30,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Ridwan
ST02613,S023,2025-07-01,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02614,S023,2025-07-02,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Ridwan
ST02615,S023,2025-07-07,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02616,S023,2025-07-08,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Ridwan
ST02617,S023,2025-07-10,Murajaah,Al-Baqarah,1,12,Kurang Lancar,Ust. Ridwan
ST02618,S023,2025-07-12,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02619,S023,2025-07-13,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST02620,S023,2025-07-14,Murajaah,Al-Baqarah,1,13,Lancar,Ust. Ridwan
ST02621,S023,2025-07-17,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02622,S023,2025-07-19,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST02623,S023,2025-07-20,Ziyadah,Al-Baqarah,1,3,Perlu Diulang,Ust. Ridwan
ST02624,S023,2025-07-21,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02625,S023,2025-07-23,Murajaah,Al-Baqarah,1,8,Kurang Lancar,Ust. Ridwan
ST02626,S023,2025-07-26,Murajaah,Al-Baqarah,1,14,Kurang Lancar,Ust. Ridwan
ST02627,S023,2025-07-27,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02628,S023,2025-07-28,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST02629,S023,2025-07-29,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Ridwan
ST02630,S023,2025-07-30,Murajaah,Al-Baqarah,1,15,Perlu Diulang,Ust. Ridwan
ST02631,S023,2025-07-31,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02632,S023,2025-08-02,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02633,S023,2025-08-04,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST02634,S023,2025-08-05,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST02635,S023,2025-08-06,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02636,S023,2025-08-07,Murajaah,Al-Baqarah,1,6,Lancar,Ust. Ridwan
ST02637,S023,2025-08-10,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02638,S023,2025-08-11,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST02639,S023,2025-08-12,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02640,S023,2025-08-14,Murajaah,Al-Baqarah,1,18,Kurang Lancar,Ust. Ridwan
ST02641,S023,2025-08-16,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST02642,S023,2025-08-17,Murajaah,Al-Baqarah,1,13,Lancar,Ust. Ridwan
ST02643,S023,2025-08-19,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST02644,S023,2025-08-20,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Ridwan
ST02645,S023,2025-08-21,Murajaah,Al-Fatihah,1,17,Lancar,Ust. Ridwan
ST02646,S023,2025-08-23,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST02647,S023,2025-08-24,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Ridwan
ST02648,S023,2025-08-25,Murajaah,Al-Baqarah,1,16,Kurang Lancar,Ust. Ridwan
ST02649,S023,2025-08-26,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02650,S023,2025-08-30,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST02651,S023,2025-08-31,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST02652,S023,2025-09-01,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02653,S023,2025-09-02,Murajaah,Al-Baqarah,1,17,Lancar,Ust. Ridwan
ST02654,S023,2025-09-03,Murajaah,Al-Baqarah,1,11,Kurang Lancar,Ust. Ridwan
ST02655,S023,2025-09-06,Murajaah,Al-Baqarah,1,11,Kurang Lancar,Ust. Ridwan
ST02656,S023,2025-09-07,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST02657,S023,2025-09-09,Murajaah,Al-Fatihah,1,14,Lancar,Ust. Ridwan
ST02658,S023,2025-09-10,Ziyadah,Al-Baqarah,1,4,Perlu Diulang,Ust. Ridwan
ST02659,S023,2025-09-11,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST02660,S023,2025-09-13,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Ridwan
ST02661,S023,2025-09-14,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02662,S023,2025-09-18,Ziyadah,Al-Baqarah,1,5,Perlu Diulang,Ust. Ridwan
ST02663,S023,2025-09-20,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Ridwan
ST02664,S023,2025-09-22,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST02665,S023,2025-09-23,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST02666,S023,2025-09-28,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02667,S023,2025-09-29,Murajaah,Al-Baqarah,1,19,Kurang Lancar,Ust. Ridwan
ST02668,S023,2025-09-30,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02669,S023,2025-10-02,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST02670,S023,2025-10-04,Murajaah,Al-Baqarah,1,18,Perlu Diulang,Ust. Ridwan
ST02671,S023,2025-10-05,Ziyadah,Al-Baqarah,1,1,Perlu Diulang,Ust. Ridwan
ST02672,S023,2025-10-09,Ziyadah,Al-Baqarah,1,3,Perlu Diulang,Ust. Ridwan
ST02673,S023,2025-10-11,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST02674,S023,2025-10-12,Murajaah,Al-Baqarah,1,20,Kurang Lancar,Ust. Ridwan
ST02675,S023,2025-10-14,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02676,S023,2025-10-15,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST02677,S023,2025-10-16,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST02678,S023,2025-10-18,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST02679,S023,2025-10-19,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST02680,S023,2025-10-20,Murajaah,Al-Baqarah,1,13,Lancar,Ust. Ridwan
ST02681,S023,2025-10-21,Murajaah,Al-Baqarah,1,10,Lancar,Ust. Ridwan
ST02682,S024,2025-05-06,Murajaah,Al-Fatihah,1,10,Perlu Diulang,Ustzh. Maryam
ST02683,S024,2025-05-10,Murajaah,Al-Fatihah,1,8,Lancar,Ustzh. Maryam
ST02684,S024,2025-05-12,Murajaah,Al-Fatihah,1,10,Kurang Lancar,Ustzh. Maryam
ST02685,S024,2025-05-15,Murajaah,Al-Fatihah,1,16,Lancar,Ustzh. Maryam
ST02686,S024,2025-05-18,Ziyadah,Al-Fatihah,1,4,Kurang Lancar,Ustzh. Maryam
ST02687,S024,2025-05-20,Murajaah,Al-Fatihah,1,9,Kurang Lancar,Ustzh. Maryam
ST02688,S024,2025-05-28,Murajaah,Al-Fatihah,1,14,Lancar,Ustzh. Maryam
ST02689,S024,2025-05-29,Murajaah,Al-Fatihah,1,5,Lancar,Ustzh. Maryam
ST02690,S024,2025-05-31,Ziyadah,Al-Fatihah,1,1,Lancar,Ustzh. Maryam
ST02691,S024,2025-06-01,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ustzh. Maryam
ST02692,S024,2025-06-02,Murajaah,Al-Fatihah,1,15,Lancar,Ustzh. Maryam
ST02693,S024,2025-06-03,Murajaah,Al-Fatihah,1,20,Kurang Lancar,Ustzh. Maryam
ST02694,S024,2025-06-07,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST02695,S024,2025-06-08,Murajaah,Al-Fatihah,1,8,Kurang Lancar,Ustzh. Maryam
ST02696,S024,2025-06-10,Murajaah,Al-Fatihah,1,20,Lancar,Ustzh. Maryam
ST02697,S024,2025-06-14,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST02698,S024,2025-06-18,Murajaah,Al-Baqarah,1,12,Perlu Diulang,Ustzh. Maryam
ST02699,S024,2025-06-19,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST02700,S024,2025-06-21,Ziyadah,Al-Baqarah,1,2,Lancar,Ustzh. Maryam
ST02701,S024,2025-06-23,Murajaah,Al-Baqarah,1,7,Lancar,Ustzh. Maryam
ST02702,S024,2025-06-24,Murajaah,Al-Baqarah,1,6,Lancar,Ustzh. Maryam
ST02703,S024,2025-06-29,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST02704,S024,2025-06-30,Murajaah,Al-Fatihah,1,7,Lancar,Ustzh. Maryam
ST02705,S024,2025-07-01,Ziyadah,Al-Baqarah,1,2,Kurang Lancar,Ustzh. Maryam
ST02706,S024,2025-07-02,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ustzh. Maryam
ST02707,S024,2025-07-09,Ziyadah,Al-Baqarah,1,2,Kurang Lancar,Ustzh. Maryam
ST02708,S024,2025-07-13,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST02709,S024,2025-07-17,Murajaah,Al-Baqarah,1,13,Lancar,Ustzh. Maryam
ST02710,S024,2025-07-19,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ustzh. Maryam
ST02711,S024,2025-07-21,Murajaah,Al-Baqarah,1,12,Lancar,Ustzh. Maryam
ST02712,S024,2025-07-22,Murajaah,Al-Baqarah,1,11,Kurang Lancar,Ustzh. Maryam
ST02713,S024,2025-07-26,Murajaah,Al-Baqarah,1,10,Lancar,Ustzh. Maryam
ST02714,S024,2025-07-27,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST02715,S024,2025-07-29,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST02716,S024,2025-08-02,Murajaah,Al-Baqarah,1,9,Perlu Diulang,Ustzh. Maryam
ST02717,S024,2025-08-05,Murajaah,Al-Baqarah,1,20,Lancar,Ustzh. Maryam
ST02718,S024,2025-08-06,Murajaah,Al-Baqarah,1,7,Kurang Lancar,Ustzh. Maryam
ST02719,S024,2025-08-09,Murajaah,Al-Baqarah,1,20,Perlu Diulang,Ustzh. Maryam
ST02720,S024,2025-08-10,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST02721,S024,2025-08-11,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST02722,S024,2025-08-13,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST02723,S024,2025-08-17,Murajaah,Al-Baqarah,1,12,Perlu Diulang,Ustzh. Maryam
ST02724,S024,2025-08-18,Murajaah,Al-Baqarah,1,18,Kurang Lancar,Ustzh. Maryam
ST02725,S024,2025-08-20,Murajaah,Al-Baqarah,1,20,Lancar,Ustzh. Maryam
ST02726,S024,2025-08-23,Murajaah,Al-Baqarah,1,9,Lancar,Ustzh. Maryam
ST02727,S024,2025-08-24,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST02728,S024,2025-08-26,Murajaah,Al-Baqarah,1,15,Kurang Lancar,Ustzh. Maryam
ST02729,S024,2025-08-27,Murajaah,Al-Baqarah,1,9,Lancar,Ustzh. Maryam
ST02730,S024,2025-09-02,Murajaah,Al-Baqarah,1,13,Lancar,Ustzh. Maryam
ST02731,S024,2025-09-03,Murajaah,Al-Baqarah,1,15,Lancar,Ustzh. Maryam
ST02732,S024,2025-09-04,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST02733,S024,2025-09-06,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST02734,S024,2025-09-07,Murajaah,Al-Baqarah,1,9,Kurang Lancar,Ustzh. Maryam
ST02735,S024,2025-09-08,Murajaah,Al-Baqarah,1,16,Lancar,Ustzh. Maryam
ST02736,S024,2025-09-09,Murajaah,Al-Baqarah,1,10,Kurang Lancar,Ustzh. Maryam
ST02737,S024,2025-09-13,Murajaah,Al-Baqarah,1,15,Kurang Lancar,Ustzh. Maryam
ST02738,S024,2025-09-15,Ziyadah,Al-Baqarah,1,3,Perlu Diulang,Ustzh. Maryam
ST02739,S024,2025-09-16,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST02740,S024,2025-09-17,Murajaah,Al-Fatihah,1,17,Lancar,Ustzh. Maryam
ST02741,S024,2025-09-20,Murajaah,Al-Baqarah,1,13,Lancar,Ustzh. Maryam
ST02742,S024,2025-09-21,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST02743,S024,2025-09-23,Murajaah,Al-Baqarah,1,15,Lancar,Ustzh. Maryam
ST02744,S024,2025-09-24,Murajaah,Al-Fatihah,1,6,Kurang Lancar,Ustzh. Maryam
ST02745,S024,2025-09-25,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ustzh. Maryam
ST02746,S024,2025-09-29,Murajaah,Al-Fatihah,1,6,Lancar,Ustzh. Maryam
ST02747,S024,2025-10-02,Ziyadah,Al-Baqarah,1,2,Lancar,Ustzh. Maryam
ST02748,S024,2025-10-05,Murajaah,Al-Baqarah,1,12,Lancar,Ustzh. Maryam
ST02749,S024,2025-10-08,Murajaah,Al-Baqarah,1,17,Lancar,Ustzh. Maryam
ST02750,S024,2025-10-09,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ustzh. Maryam
ST02751,S024,2025-10-12,Murajaah,Al-Baqarah,1,8,Kurang Lancar,Ustzh. Maryam
ST02752,S024,2025-10-13,Murajaah,Al-Baqarah,1,10,Perlu Diulang,Ustzh. Maryam
ST02753,S024,2025-10-14,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST02754,S024,2025-10-18,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST02755,S024,2025-10-19,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST02756,S024,2025-10-21,Murajaah,Al-Baqarah,1,11,Lancar,Ustzh. Maryam
ST02757,S024,2025-10-25,Murajaah,Al-Baqarah,1,17,Lancar,Ustzh. Maryam
ST02758,S024,2025-10-26,Murajaah,Al-Baqarah,1,17,Kurang Lancar,Ustzh. Maryam
ST02759,S024,2025-10-27,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST02760,S024,2025-10-30,Murajaah,Al-Baqarah,1,5,Perlu Diulang,Ustzh. Maryam
ST02761,S024,2025-11-01,Murajaah,Al-Fatihah,1,19,Lancar,Ustzh. Maryam
ST02762,S024,2025-11-02,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST02763,S024,2025-11-03,Murajaah,Al-Baqarah,1,18,Lancar,Ustzh. Maryam
ST02764,S024,2025-11-04,Murajaah,Al-Baqarah,1,13,Lancar,Ustzh. Maryam
ST02765,S024,2025-11-05,Murajaah,Al-Fatihah,1,11,Perlu Diulang,Ustzh. Maryam
